;Text;Thématique;Groupe;lang;lang_predict;lemma;cleaned;bigrams
1501;['carefully', 'considered', 'the', 'problem', 'of', 'the', 'ideal', 'set', 'of', 'instructions', 'robots', 'might', 'given', 'order', 'lower', 'the', 'risk', 'humans', 'and', 'arrived', 'Three', 'Laws', 'of', 'Robotics', 'robot', 'not', 'injure', 'human', 'being', 'through', 'inaction', 'allow', 'human', 'being', 'come', 'harm', 'robot', 'must', 'obey', 'orders', 'given', 'it', 'by', 'human', 'beings', 'except', 'where', 'orders', 'would', 'conflict', 'with', 'the', 'First', 'Law', 'and', 'robot', 'must', 'protect', 'its', 'own', 'existence', 'as', 'as', 'protection', 'does', 'not', 'conflict', 'with', 'the', 'First', 'Law'];robot;groupe C;En;En;['ideal', 'set', 'instructions', 'robots', 'risk', 'human', 'arrive', 'laws', 'robotics', 'robot', 'injure', 'human', 'inaction', 'human', 'harm', 'robot', 'obey', 'human', 'conflict', 'law', 'robot', 'protect', 'existence', 'protection', 'conflict', 'law'];['ideal', 'set', 'instructions', 'robots', 'risk', 'human', 'arrive', 'laws', 'robotics', 'robot', 'injure', 'human', 'inaction', 'human', 'harm', 'robot', 'obey', 'human', 'conflict', 'law', 'robot', 'protect', 'existence', 'protection', 'conflict', 'law'];['ideal', 'set', 'instructions', 'robots', 'risk', 'human', 'arrive', 'laws_robotics', 'robot', 'injure', 'human', 'inaction', 'human', 'harm', 'robot', 'obey', 'human', 'conflict', 'law', 'robot', 'protect', 'existence', 'protection', 'conflict', 'law']
1502;['These', 'were', 'introduced', 'short', 'story', 'Runaround', 'although', 'foreshadowed', 'few', 'earlier', 'stories'];robot;groupe C;En;En;['introduce', 'short', 'story', 'runaround', 'foreshadow', 'story'];['introduce', 'short', 'story', 'runaround', 'foreshadow', 'story'];['introduce', 'short', 'story', 'runaround', 'foreshadow', 'story']
1503;['Later', 'added', 'the', 'Zeroth', 'Law', 'robot', 'not', 'harm', 'humanity', 'by', 'inaction', 'allow', 'humanity', 'come', 'harm', 'the', 'of', 'the', 'laws', 'are', 'modified', 'sequentially', 'acknowledge'];robot;groupe C;En;En;['add', 'zeroth', 'law', 'robot', 'harm', 'humanity', 'inaction', 'humanity', 'harm', 'law', 'modify', 'acknowledge'];['add', 'zeroth', 'law', 'robot', 'harm', 'humanity', 'inaction', 'humanity', 'harm', 'law', 'modify', 'acknowledge'];['add', 'zeroth', 'law', 'robot', 'harm', 'humanity', 'inaction', 'humanity', 'harm', 'law', 'modify', 'acknowledge']
1504;['According', 'the', 'English', 'Dictionary', 'the', 'first', 'passage', 'short', 'story', 'Liar', 'that', 'mentions', 'the', 'First', 'Law', 'is', 'the', 'earliest', 'recorded', 'of', 'the', 'word', 'robotics'];robot;groupe C;En;En;['english', 'dictionary', 'passage', 'short', 'story', 'liar', 'mention', 'law', 'record', 'word', 'robotics'];['english', 'dictionary', 'passage', 'short', 'story', 'liar', 'mention', 'law', 'record', 'word', 'robotics'];['english', 'dictionary', 'passage', 'short', 'story', 'liar', 'mention', 'law', 'record', 'word', 'robotics']
1505;['was', 'not', 'initially', 'aware', 'of', 'assumed', 'the', 'word', 'already', 'existed', 'by', 'analogy', 'with', 'mechanics', 'hydraulics', 'and', 'other', 'similar', 'terms', 'denoting', 'branches', 'of', 'applied', 'knowledge'];robot;groupe C;En;En;['aware', 'assume', 'word', 'exist', 'analogy', 'mechanic', 'hydraulics', 'term', 'denote', 'branches', 'applied', 'knowledge'];['aware', 'assume', 'word', 'exist', 'analogy', 'mechanic', 'hydraulics', 'term', 'denote', 'branches', 'applied', 'knowledge'];['aware', 'assume', 'word', 'exist', 'analogy', 'mechanic', 'hydraulics', 'term', 'denote', 'branches', 'applied', 'knowledge']
1506;['robots', 'appear', 'films'];robot;groupe C;En;En;['robots', 'appear', 'films'];['robots', 'appear', 'films'];['robots', 'appear', 'films']
1507;['Most', 'of', 'the', 'robots', 'cinema', 'are', 'fictional'];robot;groupe C;En;En;['robots', 'cinema', 'fictional'];['robots', 'cinema', 'fictional'];['robots', 'cinema', 'fictional']
1508;['Two', 'of', 'the', 'most', 'famous', 'are', 'R2-D2', 'and', 'C-3PO', 'from', 'the', 'Star', 'Wars', 'franchise'];robot;groupe C;En;En;['famous', 'r2-d2', 'c-3po', 'star', 'wars', 'franchise'];['famous', '-', 'c-', 'star', 'wars', 'franchise'];['famous', '-', 'c-', 'star', 'wars', 'franchise']
1509;['The', 'concept', 'of', 'humanoid', 'sex', 'robots', 'has', 'elicited', 'both', 'public', 'attention', 'and', 'concern'];robot;groupe C;En;En;['concept', 'humanoid', 'sex', 'robots', 'elicit', 'public', 'attention', 'concern'];['concept', 'humanoid', 'sex', 'robots', 'elicit', 'public', 'attention', 'concern'];['concept', 'humanoid', 'sex', 'robots', 'elicit', 'public', 'attention', 'concern']
1510;['Opponents', 'of', 'the', 'concept', 'stated', 'that', 'the', 'development', 'of', 'sex', 'robots', 'would', 'morally', 'wrong'];robot;groupe C;En;En;['opponents', 'concept', 'development', 'sex', 'robots', 'wrong'];['opponents', 'concept', 'development', 'sex', 'robots', 'wrong'];['opponents', 'concept', 'development', 'sex', 'robots', 'wrong']
1511;['argue', 'that', 'the', 'introduction', 'of', 'devices', 'would', 'socially', 'harmful', 'and', 'demeaning', 'women', 'and', 'children'];robot;groupe C;En;En;['argue', 'introduction', 'device', 'harmful', 'demean', 'woman', 'child'];['argue', 'introduction', 'device', 'harmful', 'demean', 'woman', 'child'];['argue', 'introduction', 'device', 'harmful', 'demean', 'woman', 'child']
1512;['Fears', 'and', 'concerns', 'about', 'robots', 'been', 'repeatedly', 'expressed', 'wide', 'of', 'books', 'and', 'films'];robot;groupe C;En;En;['fears', 'concern', 'robots', 'express', 'wide', 'book', 'films'];['fears', 'concern', 'robots', 'express', 'wide', 'book', 'films'];['fears', 'concern', 'robots', 'express', 'wide', 'book', 'films']
1513;['theme', 'is', 'the', 'development', 'of', 'master', 'race', 'of', 'conscious', 'and', 'highly', 'intelligent', 'robots', 'motivated', 'take', 'over', 'destroy', 'the', 'human', 'race'];robot;groupe C;En;En;['theme', 'development', 'master', 'race', 'conscious', 'intelligent', 'robots', 'motivate', 'destroy', 'human', 'race'];['theme', 'development', 'master', 'race', 'conscious', 'intelligent', 'robots', 'motivate', 'destroy', 'human', 'race'];['theme', 'development', 'master', 'race', 'conscious', 'intelligent', 'robots', 'motivate', 'destroy', 'human', 'race']
1514;['often', 'called', 'the', 'first', 'science', 'fiction', 'novel', 'has', 'become', 'synonymous', 'with', 'the', 'theme', 'of', 'robot', 'android', 'advancing', 'beyond', 'its', 'creator'];robot;groupe C;En;En;['science', 'fiction', 'synonymous', 'theme', 'robot', 'android', 'advance', 'creator'];['science', 'fiction', 'synonymous', 'theme', 'robot', 'android', 'advance', 'creator'];['science_fiction', 'synonymous', 'theme', 'robot', 'android', 'advance', 'creator']
1515;['Other', 'works', 'with', 'similar', 'themes', 'include', 'The', 'Mechanical', 'Man', 'The', 'Terminator', 'Runaway', 'RoboCop', 'the', 'Replicators', 'Stargate', 'the', 'Cylons', 'Battlestar', 'Galactica', 'the', 'Cybermen', 'and', 'Daleks', 'Doctor', 'The', 'Matrix', 'Enthiran', 'and', 'Robot'];robot;groupe C;En;En;['themes', 'mechanical', 'terminator', 'robocop', 'replicators', 'stargate', 'cylons', 'battlestar', 'galactica', 'cybermen', 'daleks', 'doctor', 'matrix', 'enthiran', 'robot'];['themes', 'mechanical', 'terminator', 'robocop', 'replicators', 'stargate', 'cylons', 'battlestar', 'galactica', 'cybermen', 'daleks', 'doctor', 'matrix', 'enthiran', 'robot'];['themes', 'mechanical', 'terminator', 'robocop', 'replicators', 'stargate', 'cylons', 'battlestar', 'galactica', 'cybermen', 'daleks', 'doctor', 'matrix', 'enthiran', 'robot']
1516;['fictional', 'robots', 'are', 'programmed', 'kill', 'and', 'destroy', 'others', 'superhuman', 'intelligence', 'and', 'abilities', 'by', 'upgrading', 'their', 'own', 'software', 'and', 'hardware'];robot;groupe C;En;En;['fictional', 'robots', 'programmed', 'kill', 'destroy', 'superhuman', 'intelligence', 'ability', 'upgrade', 'software', 'hardware'];['fictional', 'robots', 'programmed', 'kill', 'destroy', 'superhuman', 'intelligence', 'ability', 'upgrade', 'software', 'hardware'];['fictional', 'robots', 'programmed', 'kill', 'destroy', 'superhuman', 'intelligence', 'ability', 'upgrade', 'software', 'hardware']
1517;['Examples', 'of', 'popular', 'media', 'where', 'the', 'robot', 'becomes', 'evil', 'are', 'Space', 'Odyssey', 'Red', 'Planet', 'and', 'Enthiran'];robot;groupe C;En;En;['popular', 'media', 'robot', 'evil', 'space', 'odyssey', 'red', 'planet', 'enthiran'];['popular', 'media', 'robot', 'evil', 'space', 'odyssey', 'red', 'planet', 'enthiran'];['popular', 'media', 'robot', 'evil', 'space', 'odyssey', 'red', 'planet', 'enthiran']
1518;['The', 'game', 'Horizon', 'Zero', 'Dawn', 'explores', 'themes', 'of', 'robotics', 'warfare', 'robot', 'ethics', 'and', 'the', 'control', 'problem', 'as', 'well', 'as', 'the', 'positive', 'negative', 'impact', 'technologies', 'could', 'on', 'the', 'environment'];robot;groupe C;En;En;['game', 'horizon', 'dawn', 'explores', 'themes', 'robotics', 'warfare', 'robot', 'ethic', 'control', 'positive', 'negative', 'impact', 'technologies', 'environment'];['game', 'horizon', 'dawn', 'explores', 'themes', 'robotics', 'warfare', 'robot', 'ethic', 'control', 'positive', 'negative', 'impact', 'technologies', 'environment'];['game', 'horizon', 'dawn', 'explores', 'themes', 'robotics', 'warfare', 'robot', 'ethic', 'control', 'positive_negative', 'impact', 'technologies', 'environment']
1519;['Another', 'theme', 'is', 'the', 'reaction', 'sometimes', 'called', 'the', 'uncanny', 'of', 'unease', 'and', 'revulsion', 'the', 'sight', 'of', 'robots', 'that', 'mimic', 'humans', 'too', 'closely'];robot;groupe C;En;En;['theme', 'reaction', 'uncanny', 'unease', 'revulsion', 'sight', 'robots', 'mimic', 'human'];['theme', 'reaction', 'uncanny', 'unease', 'revulsion', 'sight', 'robots', 'mimic', 'human'];['theme', 'reaction', 'uncanny', 'unease', 'revulsion', 'sight', 'robots', 'mimic_human']
1520;['recently', 'fictional', 'representations', 'of', 'artificially', 'intelligent', 'robots', 'films', 'as'];robot;groupe C;En;En;['recently', 'fictional', 'representations', 'artificially', 'intelligent', 'robots', 'films'];['recently', 'fictional', 'representations', 'artificially', 'intelligent', 'robots', 'films'];['recently', 'fictional', 'representations', 'artificially', 'intelligent', 'robots', 'films']
1521;['Artificial', 'Intelligence', 'and', 'Ex', 'Machina', 'and', 'the', 'TV', 'adaptation', 'of', 'engaged', 'audience', 'sympathy', 'for', 'the', 'robots', 'themselves'];robot;groupe C;En;En;['artificial', 'intelligence', 'machina', 'adaptation', 'engage', 'audience', 'sympathy', 'robots'];['artificial', 'intelligence', 'machina', 'adaptation', 'engage', 'audience', 'sympathy', 'robots'];['artificial_intelligence', 'machina', 'adaptation', 'engage', 'audience', 'sympathy', 'robots']
1522;['Natural', 'language', 'processing', 'NLP', 'is', 'subfield', 'of', 'computer', 'science', 'information', 'engineering', 'and', 'artificial', 'intelligence', 'concerned', 'with', 'the', 'interactions', 'between', 'computers', 'and', 'human', 'natural', 'languages', 'particular', 'how', 'program', 'computers', 'process', 'and', 'analyze', 'amounts', 'of', 'natural', 'language', 'data'];NLP;groupe B;En;En;['natural', 'language', 'processing', 'nlp', 'subfield', 'science', 'engineering', 'artificial', 'intelligence', 'concerned', 'interactions', 'human', 'natural', 'language', 'program', 'process', 'analyze', 'natural', 'language', 'data'];['natural', 'language', 'processing', 'nlp', 'subfield', 'science', 'engineering', 'artificial', 'intelligence', 'concerned', 'interactions', 'human', 'natural', 'language', 'program', 'process', 'analyze', 'natural', 'language', 'data'];['natural_language', 'processing', 'nlp', 'subfield', 'science', 'engineering', 'artificial_intelligence', 'concerned', 'interactions', 'human', 'natural_language', 'program', 'process', 'analyze', 'natural_language', 'data']
1523;['Challenges', 'natural', 'language', 'processing', 'frequently', 'involve', 'speech', 'recognition', 'natural', 'language', 'understanding', 'and', 'natural', 'language', 'generation'];NLP;groupe B;En;En;['challenges', 'natural', 'language', 'processing', 'involve', 'speech', 'recognition', 'natural', 'language', 'understand', 'natural', 'language', 'generation'];['challenges', 'natural', 'language', 'processing', 'involve', 'speech', 'recognition', 'natural', 'language', 'understand', 'natural', 'language', 'generation'];['challenges', 'natural_language', 'processing', 'involve', 'speech_recognition', 'natural_language', 'understand', 'natural_language', 'generation']
1524;['The', 'history', 'of', 'natural', 'language', 'processing', 'NLP', 'generally', 'started', 'the', '1950s', 'although', 'work', 'can', 'found', 'from', 'earlier', 'periods'];NLP;groupe B;En;En;['history', 'natural', 'language', 'processing', 'nlp', 'start', '1950s', 'period'];['history', 'natural', 'language', 'processing', 'nlp', 'start', 'period'];['history', 'natural_language', 'processing', 'nlp', 'start', 'period']
1525;['published', 'article', 'titled', 'Computing', 'Machinery', 'and', 'Intelligence', 'which', 'proposed', 'what', 'is', 'now', 'called', 'the', 'test', 'as', 'criterion', 'of', 'intelligence'];NLP;groupe B;En;En;['publish', 'article', 'title', 'computing', 'machinery', 'intelligence', 'propose', 'criterion', 'intelligence'];['publish', 'article', 'title', 'computing', 'machinery', 'intelligence', 'propose', 'criterion', 'intelligence'];['publish', 'article', 'title', 'computing_machinery', 'intelligence', 'propose', 'criterion', 'intelligence']
1526;['The', 'Georgetown', 'experiment', 'involved', 'fully', 'automatic', 'translation', 'of', 'than', 'sixty', 'sentences', 'into', 'English'];NLP;groupe B;En;En;['georgetown', 'experiment', 'involve', 'automatic', 'translation', 'sentence', 'english'];['georgetown', 'experiment', 'involve', 'automatic', 'translation', 'sentence', 'english'];['georgetown', 'experiment', 'involve', 'automatic', 'translation', 'sentence', 'english']
1527;['The', 'authors', 'claimed', 'that', 'within', 'three', 'five', 'years', 'machine', 'translation', 'would', 'solved', 'problem'];NLP;groupe B;En;En;['author', 'claimed', 'machine', 'translation', 'solve'];['author', 'claimed', 'machine', 'translation', 'solve'];['author', 'claimed', 'machine_translation', 'solve']
1528;['However', 'progress', 'was', 'much', 'slower', 'and', 'after', 'the', 'ALPAC', 'report', 'which', 'found', 'that', 'ten-year-long', 'research', 'had', 'failed', 'fulfill', 'the', 'expectations', 'funding', 'for', 'machine', 'translation', 'was', 'dramatically', 'reduced'];NLP;groupe B;En;En;['progress', 'slow', 'alpac', 'report', 'ten-year-long', 'fail', 'fulfill', 'expectation', 'funding', 'machine', 'translation', 'reduce'];['progress', 'slow', 'alpac', 'report', 'ten-year-long', 'fail', 'fulfill', 'expectation', 'funding', 'machine', 'translation', 'reduce'];['progress', 'slow', 'alpac', 'report', 'ten-year-long', 'fail', 'fulfill', 'expectation', 'funding', 'machine_translation', 'reduce']
1529;['Little', 'further', 'research', 'machine', 'translation', 'was', 'conducted', 'until', 'the', 'late', '1980s', 'when', 'the', 'first', 'statistical', 'machine', 'translation', 'systems', 'were', 'developed'];NLP;groupe B;En;En;['machine', 'translation', 'conduct', '1980s', 'statistical', 'machine', 'translation', 'systems', 'developed'];['machine', 'translation', 'conduct', 'statistical', 'machine', 'translation', 'systems', 'developed'];['machine_translation', 'conduct', 'statistical', 'machine_translation', 'systems', 'developed']
1530;['notably', 'successful', 'natural', 'language', 'processing', 'systems', 'developed', 'the', '1960s', 'were', 'SHRDLU', 'natural', 'language', 'system', 'working', 'restricted', 'blocks', 'worlds', 'with', 'restricted', 'vocabularies', 'and', 'simulation', 'of', 'Rogerian', 'psychotherapist', 'written', 'by', 'between', 'and'];NLP;groupe B;En;En;['successful', 'natural', 'language', 'processing', 'systems', 'developed', '1960s', 'shrdlu', 'natural', 'language', 'restrict', 'block', 'restrict', 'vocabulary', 'simulation', 'rogerian', 'psychotherapist', 'write'];['successful', 'natural', 'language', 'processing', 'systems', 'developed', 'shrdlu', 'natural', 'language', 'restrict', 'block', 'restrict', 'vocabulary', 'simulation', 'rogerian', 'psychotherapist', 'write'];['successful', 'natural_language', 'processing', 'systems', 'developed', 'shrdlu', 'natural_language', 'restrict', 'block', 'restrict', 'vocabulary', 'simulation', 'rogerian', 'psychotherapist', 'write']
1531;['Using', 'almost', 'no', 'information', 'about', 'human', 'thought', 'emotion', 'sometimes', 'provided', 'startlingly', 'human-like', 'interaction'];NLP;groupe B;En;En;['human', 'emotion', 'provide', 'human-like', 'interaction'];['human', 'emotion', 'provide', 'human-like', 'interaction'];['human', 'emotion', 'provide', 'human-like', 'interaction']
1532;['When', 'the', 'exceeded', 'the', 'very', 'small', 'knowledge', 'base', 'might', 'provide', 'generic', 'response', 'for', 'example', 'responding', 'head', 'hurts', 'with', 'Why', 'your', 'head', 'hurts'];NLP;groupe B;En;En;['exceed', 'knowledge', 'base', 'provide', 'generic', 'response', 'respond', 'head', 'hurt', 'head', 'hurt'];['exceed', 'knowledge', 'base', 'provide', 'generic', 'response', 'respond', 'head', 'hurt', 'head', 'hurt'];['exceed', 'knowledge_base', 'provide', 'generic', 'response', 'respond', 'head', 'hurt', 'head', 'hurt']
1533;['During', 'the', '1970s', 'programmers', 'began', 'write', 'conceptual', 'ontologies', 'which', 'structured', 'real-world', 'information', 'into', 'computer-understandable', 'data'];NLP;groupe B;En;En;['1970s', 'programmer', 'write', 'conceptual', 'ontologies', 'structure', 'real-world', 'computer-understandable', 'data'];['programmer', 'write', 'conceptual', 'ontologies', 'structure', 'real-world', 'computer-understandable', 'data'];['programmer_write', 'conceptual', 'ontologies', 'structure', 'real-world', 'computer-understandable', 'data']
1534;['Examples', 'are', 'Cullingford', 'Wilensky', 'QUALM', 'Politics', 'and', 'Units'];NLP;groupe B;En;En;['cullingford', 'wilensky', 'qualm', 'politics', 'units'];['cullingford', 'wilensky', 'qualm', 'politics', 'units'];['cullingford', 'wilensky', 'qualm', 'politics', 'units']
